id_cliente,nome,idade,sexo,cidade,uf,segmento,tempo_relacionamento,faixa_renda,tipo_conta,app_favorito,persona,faixa_renda_cod
447,rebeca garcia,51,f,ilhéus,ba,personnalité,21,r$ 5.001 – r$ 10.000,digital,ios,premium,2
448,manuella macedo,45,f,sorocaba,sp,varejo,15,até r$ 2.000,digital,ios,cliente tradicional,0
449,ana cecília pastor,23,f,águas lindas de goiás,go,varejo,2,até r$ 2.000,digital,android,jovem digital,0
450,liz das neves,45,f,goiânia,go,varejo,8,acima de r$ 20.000,digital,android,cliente tradicional,4
451,dante pimenta,41,m,manaus,am,varejo,8,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
452,gael henrique teixeira,24,m,blumenau,sc,uniclass,4,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
453,oliver pires,24,m,governador valadares,mg,personnalité,2,até r$ 2.000,corrente,ios,jovem digital,0
454,otávio da luz,35,f,florianópolis,sc,varejo,9,até r$ 2.000,corrente,android,cliente tradicional,0
455,enrico castro,25,f,juazeiro do norte,ce,varejo,5,r$ 2.001 – r$ 5.000,corrente,android,jovem digital,1
456,rhavi cavalcanti,70,f,manacapuru,am,varejo,25,r$ 5.001 – r$ 10.000,corrente,android,idoso,2
457,dom castro,41,m,ribeirão preto,sp,varejo,16,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
458,andré jesus,23,m,santos,sp,varejo,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
459,manuella sales,42,m,osasco,sp,uniclass,11,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
460,maria isis da rocha,22,m,crato,ce,uniclass,1,até r$ 2.000,digital,ios,jovem digital,0
461,benício da conceição,44,m,santa maria,rs,varejo,6,r$ 2.001 – r$ 5.000,digital,ios,cliente tradicional,1
462,alícia santos,43,f,castanhal,pa,uniclass,8,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
463,alexia sampaio,26,m,são gonçalo do amarante,rn,uniclass,1,até r$ 2.000,digital,ios,jovem digital,0
464,maria barbosa,41,f,feira de santana,ba,personnalité,11,acima de r$ 20.000,corrente,ios,premium,4
465,ravi lucca da luz,27,f,petrópolis,rj,varejo,3,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
466,miguel lima,41,m,águas lindas de goiás,go,personnalité,18,r$ 5.001 – r$ 10.000,corrente,android,premium,2
467,ian nogueira,36,m,duque de caxias,rj,personnalité,0,r$ 5.001 – r$ 10.000,digital,android,investidor,2
468,rael ramos,42,f,são gonçalo do amarante,rn,uniclass,8,r$ 5.001 – r$ 10.000,digital,ios,cliente tradicional,2
469,kaique da mata,67,m,joinville,sc,varejo,28,até r$ 2.000,corrente,android,idoso,0
470,joão miguel barbosa,46,m,maringá,pr,personnalité,9,r$ 5.001 – r$ 10.000,corrente,ios,premium,2
471,dante cavalcante,66,f,londrina,pr,varejo,29,r$ 5.001 – r$ 10.000,digital,ios,idoso,2
472,ana liz peixoto,42,m,lauro de freitas,ba,varejo,10,r$ 5.001 – r$ 10.000,digital,android,cliente tradicional,2
473,alícia macedo,56,f,patos,pb,uniclass,9,r$ 10.001 – r$ 20.000,corrente,android,premium,3
474,josué martins,64,f,garanhuns,pe,uniclass,14,r$ 5.001 – r$ 10.000,corrente,ios,idoso,2
475,ana júlia sampaio,42,f,florianópolis,sc,varejo,5,r$ 5.001 – r$ 10.000,salário,android,investidor,2
476,isis da mata,39,m,petrópolis,rj,varejo,10,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
477,melissa nogueira,37,f,rondonópolis,mt,varejo,13,acima de r$ 20.000,corrente,ios,premium,4
478,marina macedo,40,m,campinas,sp,varejo,5,r$ 2.001 – r$ 5.000,salário,android,cliente tradicional,1
479,enrico peixoto,74,f,juazeiro do norte,ce,varejo,29,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
480,bruno lopes,42,f,boa vista,rr,varejo,12,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
481,ayla pereira,25,m,guarulhos,sp,varejo,4,até r$ 2.000,digital,ios,jovem digital,0
482,theodoro alves,41,m,foz do iguaçu,pr,varejo,13,até r$ 2.000,corrente,ios,cliente tradicional,0
483,fernando da conceição,40,m,porto alegre,rs,uniclass,15,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
484,asafe teixeira,22,f,patos,pb,personnalité,3,r$ 2.001 – r$ 5.000,corrente,android,jovem digital,1
485,vitor gabriel oliveira,72,m,manaus,am,varejo,5,r$ 5.001 – r$ 10.000,salário,ios,idoso,2
486,bruno teixeira,43,m,cachoeiro de itapemirim,es,varejo,8,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
487,luiz fernando melo,26,m,duque de caxias,rj,uniclass,2,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
488,rafaela rezende,40,f,goiânia,go,uniclass,2,r$ 10.001 – r$ 20.000,digital,ios,investidor,3
489,luísa da mota,38,m,taguatinga,df,varejo,0,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
490,luiz miguel pacheco,34,m,cachoeiro de itapemirim,es,varejo,9,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
491,luiza porto,43,f,fortaleza,ce,varejo,5,r$ 2.001 – r$ 5.000,salário,ios,cliente tradicional,1
492,mariane borges,36,f,gurupi,to,varejo,7,até r$ 2.000,corrente,android,cliente tradicional,0
493,maria isis ferreira,23,f,santos,sp,varejo,1,r$ 2.001 – r$ 5.000,corrente,ios,jovem digital,1
494,julia farias,27,f,ponta porã,ms,uniclass,5,até r$ 2.000,corrente,ios,jovem digital,0
495,aurora rios,39,f,pelotas,rs,varejo,9,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
496,gustavo henrique castro,41,m,pelotas,rs,varejo,1,até r$ 2.000,corrente,android,cliente tradicional,0
497,bella jesus,39,m,salvador,ba,varejo,6,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
498,maya da paz,36,m,anápolis,go,varejo,7,r$ 5.001 – r$ 10.000,digital,android,cliente tradicional,2
499,isadora teixeira,81,m,garanhuns,pe,varejo,35,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
500,ísis andrade,38,f,são luís,ma,uniclass,11,r$ 10.001 – r$ 20.000,corrente,ios,cliente tradicional,3
501,maria borges,79,m,são bernardo do campo,sp,varejo,37,r$ 5.001 – r$ 10.000,corrente,ios,idoso,2
502,ana vitória da cunha,40,m,santa rita,pb,personnalité,5,r$ 2.001 – r$ 5.000,salário,android,cliente tradicional,1
503,ayla camargo,25,m,sena madureira,ac,varejo,3,até r$ 2.000,digital,android,jovem digital,0
504,isis moraes,47,f,mossoró,rn,uniclass,16,r$ 2.001 – r$ 5.000,corrente,ios,investidor,1
505,alexandre ribeiro,48,m,rio de janeiro,rj,uniclass,10,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
506,vitória martins,49,f,guarulhos,sp,uniclass,15,r$ 10.001 – r$ 20.000,corrente,ios,investidor,3
507,júlia aragão,28,f,ponta grossa,pr,personnalité,3,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
508,marcos vinicius moreira,51,m,castanhal,pa,uniclass,16,r$ 10.001 – r$ 20.000,digital,android,investidor,3
509,eloá pinto,38,m,são gonçalo do amarante,rn,uniclass,5,r$ 2.001 – r$ 5.000,salário,ios,cliente tradicional,1
510,melina pires,23,m,são luís,ma,varejo,2,r$ 2.001 – r$ 5.000,corrente,android,jovem digital,1
511,luísa teixeira,45,m,jaboatão dos guararapes,pe,uniclass,9,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
512,cauã costela,72,f,bauru,sp,varejo,45,até r$ 2.000,corrente,android,idoso,0
513,vitor novaes,28,f,crato,ce,varejo,5,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
514,joão da paz,43,m,caxias do sul,rs,uniclass,11,acima de r$ 20.000,corrente,ios,investidor,4
515,luna sampaio,75,f,uberaba,mg,varejo,5,r$ 5.001 – r$ 10.000,salário,android,idoso,2
516,maria vitória campos,43,m,cascavel,pr,personnalité,3,r$ 2.001 – r$ 5.000,corrente,android,premium,1
517,benjamin pires,44,f,natal,rn,uniclass,14,r$ 10.001 – r$ 20.000,corrente,ios,investidor,3
518,rhavi santos,22,f,rio verde,go,varejo,3,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
519,liam das neves,35,f,patos,pb,varejo,3,até r$ 2.000,corrente,android,cliente tradicional,0
520,arthur novaes,41,m,juiz de fora,mg,uniclass,5,r$ 10.001 – r$ 20.000,salário,android,cliente tradicional,3
521,joana borges,55,m,florianópolis,sc,varejo,13,r$ 10.001 – r$ 20.000,corrente,android,premium,3
522,rael camargo,44,m,niterói,rj,varejo,11,até r$ 2.000,digital,ios,cliente tradicional,0
523,maria eduarda campos,39,f,itabaiana,se,varejo,12,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
524,leandro monteiro,46,f,montes claros,mg,uniclass,4,r$ 10.001 – r$ 20.000,corrente,android,investidor,3
525,ana moraes,46,m,contagem,mg,varejo,19,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
526,yago leão,22,f,osasco,sp,varejo,2,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
527,maria sophia melo,47,m,ribeirão preto,sp,varejo,14,r$ 2.001 – r$ 5.000,corrente,ios,premium,1
528,ryan marques,38,f,belo horizonte,mg,varejo,5,r$ 5.001 – r$ 10.000,salário,android,cliente tradicional,2
529,joão vitor gomes,44,f,serra,es,personnalité,17,r$ 10.001 – r$ 20.000,corrente,android,premium,3
530,mateus peixoto,25,f,petrópolis,rj,uniclass,2,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
531,nicole souza,25,m,paulista,pe,varejo,0,acima de r$ 20.000,digital,android,jovem digital,4
532,joão gabriel azevedo,26,f,olinda,pe,varejo,1,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
533,yuri vargas,42,f,betim,mg,uniclass,5,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
534,kamilly fernandes,35,f,montes claros,mg,varejo,11,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
535,natália da mata,40,f,canoas,rs,personnalité,11,r$ 5.001 – r$ 10.000,digital,ios,investidor,2
536,andré da paz,72,f,juiz de fora,mg,uniclass,28,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
537,ana cecília pastor,72,m,betim,mg,varejo,11,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
538,mariana cassiano,47,m,rio largo,al,uniclass,5,r$ 2.001 – r$ 5.000,salário,android,investidor,1
539,maitê nascimento,20,m,montes claros,mg,varejo,0,r$ 10.001 – r$ 20.000,corrente,ios,jovem digital,3
540,maria sophia ferreira,27,m,taguatinga,df,varejo,5,até r$ 2.000,digital,android,jovem digital,0
541,brenda novaes,39,f,santa maria,rs,varejo,8,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
542,yasmin garcia,70,m,recife,pe,varejo,5,acima de r$ 20.000,salário,android,idoso,4
543,maria alice duarte,41,f,patos,pb,varejo,12,r$ 10.001 – r$ 20.000,corrente,android,cliente tradicional,3
544,marcos vinicius sampaio,51,m,olinda,pe,personnalité,16,r$ 10.001 – r$ 20.000,corrente,android,premium,3
545,rhavi oliveira,39,f,niterói,rj,uniclass,8,até r$ 2.000,corrente,android,cliente tradicional,0
546,hadassa da conceição,40,m,santos,sp,varejo,9,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
547,juliana aparecida,49,f,dourados,ms,personnalité,14,acima de r$ 20.000,corrente,ios,premium,4
548,anna liz souza,25,m,lagarto,se,personnalité,3,até r$ 2.000,digital,android,jovem digital,0
549,maria júlia santos,72,f,são bernardo do campo,sp,varejo,4,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
550,giovanna gomes,43,f,samambaia,df,varejo,12,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
551,kevin monteiro,44,f,sobral,ce,varejo,0,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
552,brayan cardoso,29,f,palmeira dos índios,al,uniclass,4,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
553,milena pastor,44,f,ilhéus,ba,varejo,5,r$ 10.001 – r$ 20.000,salário,android,cliente tradicional,3
554,bianca brito,42,m,montes claros,mg,uniclass,6,até r$ 2.000,corrente,android,cliente tradicional,0
555,lunna brito,38,f,ponta grossa,pr,varejo,5,r$ 10.001 – r$ 20.000,salário,ios,cliente tradicional,3
556,sara marques,39,f,goiânia,go,varejo,10,até r$ 2.000,digital,ios,cliente tradicional,0
557,arthur silveira,26,m,criciúma,sc,varejo,4,até r$ 2.000,salário,android,jovem digital,0
558,joão pedro jesus,43,f,niterói,rj,varejo,12,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
559,leonardo barbosa,54,m,nova iguaçu,rj,uniclass,15,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
560,maria isis viana,73,m,araguaína,to,varejo,5,r$ 10.001 – r$ 20.000,salário,android,idoso,3
561,vinícius fernandes,44,f,maringá,pr,varejo,5,r$ 5.001 – r$ 10.000,salário,android,cliente tradicional,2
562,isabella rezende,42,m,mauá,sp,varejo,5,até r$ 2.000,corrente,android,cliente tradicional,0
563,enrico farias,80,f,porto nacional,to,uniclass,15,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
564,sophie garcia,41,f,mauá,sp,varejo,7,r$ 5.001 – r$ 10.000,digital,ios,cliente tradicional,2
565,anna liz pires,40,m,ribeirão preto,sp,varejo,11,r$ 5.001 – r$ 10.000,digital,ios,cliente tradicional,2
566,mariah nogueira,41,f,maringá,pr,varejo,12,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
567,brayan pinto,46,f,governador valadares,mg,uniclass,14,até r$ 2.000,corrente,android,cliente tradicional,0
568,davi miguel da costa,23,m,governador valadares,mg,varejo,3,até r$ 2.000,digital,android,jovem digital,0
569,alícia da conceição,48,m,serra,es,varejo,6,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
570,fernando lopes,42,m,joão pessoa,pb,varejo,5,r$ 2.001 – r$ 5.000,salário,ios,cliente tradicional,1
571,gael henrique teixeira,39,m,laranjal do jari,ap,varejo,14,r$ 10.001 – r$ 20.000,corrente,android,cliente tradicional,3
572,guilherme macedo,23,m,criciúma,sc,uniclass,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
573,lucas gabriel sales,42,m,codó,ma,varejo,5,r$ 5.001 – r$ 10.000,salário,ios,investidor,2
574,ana clara alves,36,f,uberlândia,mg,varejo,3,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
575,caleb duarte,27,m,belo horizonte,mg,varejo,2,até r$ 2.000,digital,ios,jovem digital,0
576,daniel da rocha,36,m,gravataí,rs,varejo,1,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
577,elisa freitas,38,f,goiânia,go,uniclass,4,acima de r$ 20.000,digital,android,cliente tradicional,4
578,lorena casa grande,27,f,feira de santana,ba,varejo,5,acima de r$ 20.000,digital,ios,jovem digital,4
579,samuel moura,22,f,cascavel,pr,varejo,4,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
580,juliana nunes,47,m,tangará da serra,mt,varejo,11,r$ 2.001 – r$ 5.000,corrente,ios,investidor,1
581,luiz miguel cavalcante,18,m,bayeux,pb,varejo,1,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
582,luiz fernando barros,35,m,codó,ma,varejo,2,até r$ 2.000,salário,ios,cliente tradicional,0
583,giovanna pinto,77,m,vitória da conquista,ba,varejo,5,r$ 5.001 – r$ 10.000,salário,android,idoso,2
584,rodrigo monteiro,27,f,sorocaba,sp,varejo,4,até r$ 2.000,digital,android,jovem digital,0
585,joão pedro da conceição,25,f,recife,pe,varejo,4,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
586,maria eduarda porto,43,m,maceió,al,varejo,5,até r$ 2.000,salário,android,cliente tradicional,0
587,thomas marques,40,f,vitória,es,varejo,9,r$ 2.001 – r$ 5.000,digital,ios,cliente tradicional,1
588,thomas rios,68,f,porto velho,ro,varejo,19,até r$ 2.000,corrente,android,idoso,0
589,antony martins,19,f,porto nacional,to,varejo,0,r$ 2.001 – r$ 5.000,corrente,ios,jovem digital,1
590,alícia rocha,38,m,santos,sp,uniclass,5,r$ 5.001 – r$ 10.000,digital,ios,investidor,2
591,zoe castro,41,f,castanhal,pa,varejo,16,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
592,diogo macedo,50,f,paulista,pe,uniclass,5,r$ 10.001 – r$ 20.000,digital,ios,premium,3
593,catarina pastor,36,m,porto velho,ro,varejo,11,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
594,ana clara porto,38,m,juiz de fora,mg,personnalité,8,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
595,laís sales,25,f,santa maria,rs,varejo,1,r$ 5.001 – r$ 10.000,salário,ios,jovem digital,2
596,theodoro marques,45,m,caruaru,pe,uniclass,5,r$ 2.001 – r$ 5.000,corrente,android,premium,1
597,ana julia costa,22,m,duque de caxias,rj,varejo,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
598,hadassa mendes,20,f,betim,mg,uniclass,1,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
599,heitor da costa,23,m,mossoró,rn,varejo,2,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
600,giovanna oliveira,44,m,maringá,pr,uniclass,18,acima de r$ 20.000,digital,ios,investidor,4
601,elisa oliveira,40,f,camaçari,ba,varejo,8,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
602,ana carolina sampaio,43,m,duque de caxias,rj,uniclass,13,r$ 2.001 – r$ 5.000,corrente,ios,investidor,1
603,ana carolina almeida,40,f,santos,sp,varejo,10,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
604,isabela da mota,37,f,londrina,pr,varejo,6,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
605,antony nunes,20,f,vitória da conquista,ba,uniclass,2,até r$ 2.000,salário,android,jovem digital,0
606,carlos eduardo pereira,21,m,manacapuru,am,varejo,0,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
607,maysa da paz,37,m,são luís,ma,varejo,11,r$ 10.001 – r$ 20.000,corrente,ios,cliente tradicional,3
608,raul pereira,23,f,campinas,sp,varejo,3,r$ 10.001 – r$ 20.000,salário,ios,jovem digital,3
609,clarice câmara,37,f,criciúma,sc,varejo,9,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
610,mateus pinto,37,f,fortaleza,ce,varejo,15,até r$ 2.000,digital,android,cliente tradicional,0
611,theodoro rocha,21,m,palmas,to,varejo,1,até r$ 2.000,digital,android,jovem digital,0
612,joão guilherme pires,42,m,são gonçalo do amarante,rn,varejo,12,r$ 5.001 – r$ 10.000,digital,ios,cliente tradicional,2
613,gael pires,23,f,londrina,pr,varejo,2,r$ 10.001 – r$ 20.000,corrente,android,jovem digital,3
614,bruno das neves,24,f,duque de caxias,rj,personnalité,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
615,lunna andrade,44,m,laranjal do jari,ap,varejo,22,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
616,emanuella siqueira,22,f,gurupi,to,varejo,0,até r$ 2.000,digital,ios,jovem digital,0
617,joão borges,23,f,águas lindas de goiás,go,varejo,4,r$ 2.001 – r$ 5.000,corrente,ios,jovem digital,1
618,ana carolina duarte,39,f,feira de santana,ba,uniclass,15,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
619,kamilly cavalcanti,28,m,codó,ma,varejo,3,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
620,murilo cardoso,48,f,campinas,sp,uniclass,22,acima de r$ 20.000,digital,ios,premium,4
621,valentina fonseca,39,f,são josé,sc,uniclass,8,até r$ 2.000,corrente,ios,cliente tradicional,0
622,sofia montenegro,41,f,ribeirão preto,sp,uniclass,6,acima de r$ 20.000,digital,ios,premium,4
623,yago cavalcante,22,f,juiz de fora,mg,varejo,0,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
624,théo mendes,24,f,gravataí,rs,varejo,1,até r$ 2.000,digital,android,jovem digital,0
625,ana carolina souza,41,m,florianópolis,sc,uniclass,3,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
626,camila camargo,46,m,sorocaba,sp,personnalité,16,r$ 5.001 – r$ 10.000,corrente,android,premium,2
627,maria helena barbosa,62,m,osasco,sp,varejo,22,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
628,joão miguel sá,48,f,goiânia,go,uniclass,6,acima de r$ 20.000,corrente,android,investidor,4
629,rael rocha,46,f,juazeiro,ba,varejo,14,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
630,isabella novais,22,m,parnamirim,rn,varejo,1,r$ 5.001 – r$ 10.000,salário,android,jovem digital,2
631,emanuelly borges,42,m,sinop,mt,varejo,11,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
632,isabela albuquerque,25,f,vitória da conquista,ba,varejo,1,até r$ 2.000,digital,ios,jovem digital,0
633,vinícius nascimento,41,m,contagem,mg,varejo,4,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
634,josué marques,42,f,campos dos goytacazes,rj,varejo,6,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
635,emilly rocha,40,m,campos dos goytacazes,rj,personnalité,14,r$ 5.001 – r$ 10.000,corrente,android,premium,2
636,vinicius pacheco,48,m,campos dos goytacazes,rj,varejo,16,r$ 10.001 – r$ 20.000,corrente,ios,investidor,3
637,giovanna porto,38,m,florianópolis,sc,uniclass,7,r$ 5.001 – r$ 10.000,digital,ios,premium,2
638,esther caldeira,45,m,petrolina,pe,uniclass,12,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
639,ravi lucca melo,49,m,iguatu,ce,varejo,16,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
640,benicio pinto,73,f,luziânia,go,varejo,21,até r$ 2.000,digital,android,idoso,0
641,beatriz pimenta,41,f,jaboatão dos guararapes,pe,uniclass,9,até r$ 2.000,corrente,android,cliente tradicional,0
642,pedro miguel ramos,46,m,são bernardo do campo,sp,uniclass,5,r$ 5.001 – r$ 10.000,salário,ios,investidor,2
643,davi lucas porto,37,m,porto alegre,rs,uniclass,3,r$ 5.001 – r$ 10.000,salário,ios,cliente tradicional,2
644,maria fernanda sampaio,34,f,mauá,sp,varejo,8,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
645,ana julia rezende,38,m,olinda,pe,personnalité,1,acima de r$ 20.000,digital,ios,premium,4
646,julia camargo,24,m,caxias,ma,varejo,5,r$ 2.001 – r$ 5.000,salário,ios,jovem digital,1
647,joão lucas aparecida,40,m,campinas,sp,varejo,13,r$ 2.001 – r$ 5.000,digital,ios,cliente tradicional,1
648,breno da rosa,43,m,vila velha,es,varejo,10,r$ 10.001 – r$ 20.000,corrente,android,investidor,3
649,marina camargo,26,m,rio de janeiro,rj,varejo,3,até r$ 2.000,digital,android,jovem digital,0
650,gael da costa,24,f,guarulhos,sp,varejo,3,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
651,stephany carvalho,40,m,novo hamburgo,rs,personnalité,13,r$ 10.001 – r$ 20.000,corrente,android,premium,3
652,hellena marques,39,f,uberaba,mg,varejo,6,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
653,ester rios,42,f,santos,sp,varejo,6,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
654,valentina leão,40,f,são gonçalo,rj,varejo,9,acima de r$ 20.000,digital,ios,cliente tradicional,4
655,leonardo leão,26,m,ribeirão preto,sp,uniclass,4,até r$ 2.000,digital,ios,jovem digital,0
656,gael henrique mendonça,40,m,ribeirão preto,sp,uniclass,13,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
657,joana da mota,53,m,planaltina,df,uniclass,19,r$ 2.001 – r$ 5.000,corrente,ios,premium,1
658,benício sales,40,f,nossa senhora do socorro,se,varejo,4,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
659,ester cunha,37,f,luziânia,go,uniclass,7,r$ 10.001 – r$ 20.000,corrente,android,investidor,3
660,lívia macedo,69,f,são bernardo do campo,sp,varejo,21,r$ 10.001 – r$ 20.000,corrente,ios,idoso,3
661,ravy fonseca,43,f,anápolis,go,varejo,13,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
662,gael henrique rodrigues,23,m,nova iguaçu,rj,varejo,2,até r$ 2.000,digital,android,jovem digital,0
663,emilly nogueira,24,m,palmeira dos índios,al,uniclass,0,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
664,elisa araújo,21,m,juazeiro,ba,varejo,1,r$ 5.001 – r$ 10.000,corrente,android,jovem digital,2
665,isabella da mota,35,m,manaus,am,varejo,9,r$ 5.001 – r$ 10.000,digital,android,cliente tradicional,2
666,mateus campos,54,f,canoas,rs,personnalité,24,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
667,maria borges,39,m,santarém,pa,varejo,15,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
668,otávio ramos,45,f,salvador,ba,uniclass,10,acima de r$ 20.000,corrente,ios,premium,4
669,asafe aragão,22,m,paulista,pe,varejo,1,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
670,brenda da cruz,23,f,ponta grossa,pr,uniclass,2,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
671,josé viana,41,m,bauru,sp,varejo,10,até r$ 2.000,corrente,android,cliente tradicional,0
672,noah azevedo,42,m,águas lindas de goiás,go,personnalité,15,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
673,oliver pastor,50,f,parintins,am,personnalité,5,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
674,pedro da conceição,31,f,petrópolis,rj,varejo,8,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
675,bella vasconcelos,36,f,santos,sp,varejo,7,r$ 10.001 – r$ 20.000,digital,ios,investidor,3
676,juan viana,37,m,parnamirim,rn,uniclass,2,r$ 5.001 – r$ 10.000,digital,android,investidor,2
677,andré da mota,42,f,rio de janeiro,rj,uniclass,5,r$ 2.001 – r$ 5.000,salário,android,cliente tradicional,1
678,joão vitor cardoso,38,m,belém,pa,varejo,0,r$ 2.001 – r$ 5.000,salário,ios,cliente tradicional,1
679,valentina da cunha,22,m,ilhéus,ba,varejo,2,r$ 10.001 – r$ 20.000,corrente,android,jovem digital,3
680,luiz fernando camargo,34,f,caxias do sul,rs,varejo,7,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
681,benjamim cardoso,40,f,são paulo,sp,uniclass,12,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
682,arthur fogaça,24,f,osasco,sp,varejo,1,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
683,renan pastor,78,m,lauro de freitas,ba,uniclass,5,r$ 5.001 – r$ 10.000,salário,android,idoso,2
684,ayla almeida,40,f,montes claros,mg,varejo,6,até r$ 2.000,digital,android,cliente tradicional,0
685,luiz fernando da luz,38,f,sorocaba,sp,varejo,5,r$ 2.001 – r$ 5.000,salário,android,cliente tradicional,1
686,cauã cardoso,43,f,uberlândia,mg,varejo,18,acima de r$ 20.000,corrente,ios,premium,4
687,laura moura,35,f,luziânia,go,varejo,2,até r$ 2.000,digital,ios,cliente tradicional,0
688,ian souza,79,m,canoas,rs,varejo,25,até r$ 2.000,corrente,ios,idoso,0
