id_cliente,nome,idade,sexo,cidade,uf,segmento,tempo_relacionamento,faixa_renda,tipo_conta,app_favorito,persona
3868,Letícia Freitas,24,M,Uberlândia,MG,Varejo,0,Até R$ 2.000,Digital,Android,Jovem Digital
3869,Helena Freitas,60,F,Tangará da Serra,MT,Personnalité,22,Acima de R$ 20.000,Corrente,iOS,Premium
3870,Apollo da Paz,44,F,Rondonópolis,MT,Uniclass,14,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
3871,Catarina Ferreira,43,M,Garanhuns,PE,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
3872,Ana Liz Machado,69,M,Gurupi,TO,Varejo,28,R$ 10.001 – R$ 20.000,Corrente,Android,Idoso
3873,Erick Cunha,41,F,Petrópolis,RJ,Varejo,6,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
3874,Lívia Sousa,27,F,Juazeiro do Norte,CE,Varejo,4,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
3875,Kamilly Macedo,43,M,Ponta Porã,MS,Varejo,17,R$ 5.001 – R$ 10.000,Digital,iOS,Cliente Tradicional
3876,Alícia Castro,40,M,Osasco,SP,Varejo,11,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
3877,Laís Siqueira,49,M,Caracaraí,RR,Personnalité,9,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
3878,Kamilly Carvalho,43,F,Aparecida de Goiânia,GO,Personnalité,5,R$ 5.001 – R$ 10.000,Salário,Android,Investidor
3879,Erick Casa Grande,36,M,Caxias,MA,Varejo,15,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
3880,Oliver da Rosa,35,F,São Gonçalo do Amarante,RN,Varejo,3,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
3881,Maria Laura Moura,45,F,Itacoatiara,AM,Varejo,15,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
3882,Bruna Azevedo,21,M,Imperatriz,MA,Varejo,1,R$ 2.001 – R$ 5.000,Salário,iOS,Jovem Digital
3883,Fernanda Borges,46,F,Cuiabá,MT,Varejo,12,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
3884,Anthony Gabriel Jesus,50,F,Salvador,BA,Varejo,4,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
3885,Yago Leão,43,F,Santarém,PA,Uniclass,16,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
3886,Luiz Fernando Novais,26,M,Campos dos Goytacazes,RJ,Varejo,3,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
3887,Maria Eduarda Santos,39,F,Campinas,SP,Varejo,11,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
3888,João Guilherme Costa,76,M,São Bernardo do Campo,SP,Uniclass,5,R$ 2.001 – R$ 5.000,Salário,iOS,Idoso
3889,Marcelo Garcia,51,F,Bayeux,PB,Personnalité,8,R$ 2.001 – R$ 5.000,Digital,iOS,Premium
3890,Amanda Novaes,23,M,Tangará da Serra,MT,Varejo,1,R$ 5.001 – R$ 10.000,Corrente,iOS,Jovem Digital
3891,Mariane Aparecida,41,F,Ilhéus,BA,Varejo,14,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
3892,Ana Julia Pacheco,24,F,Cascavel,PR,Varejo,5,R$ 2.001 – R$ 5.000,Salário,iOS,Jovem Digital
3893,Ana Júlia Monteiro,24,F,Osasco,SP,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
3894,Maria Fernanda Câmara,40,M,São Gonçalo,RJ,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
3895,Benjamim Vieira,40,M,Blumenau,SC,Personnalité,5,R$ 5.001 – R$ 10.000,Salário,iOS,Cliente Tradicional
3896,André Cassiano,40,F,São Bernardo do Campo,SP,Uniclass,6,Até R$ 2.000,Digital,iOS,Cliente Tradicional
3897,Vinicius da Rosa,36,F,Sena Madureira,AC,Varejo,6,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
3898,Maria Julia Campos,40,M,Contagem,MG,Varejo,14,Até R$ 2.000,Corrente,Android,Cliente Tradicional
3899,Alícia Leão,35,M,Brasília,DF,Varejo,6,Até R$ 2.000,Corrente,Android,Cliente Tradicional
3900,Luiz Henrique Mendonça,41,F,Juazeiro,BA,Varejo,2,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
3901,Samuel Alves,38,F,Caxias,MA,Varejo,6,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
3902,Isaque Teixeira,37,M,São Paulo,SP,Varejo,5,Até R$ 2.000,Salário,iOS,Cliente Tradicional
3903,Yuri Monteiro,39,M,Campinas,SP,Varejo,7,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
3904,Davi Luiz Peixoto,25,F,Olinda,PE,Varejo,5,Até R$ 2.000,Digital,Android,Jovem Digital
3905,Eloá Pacheco,46,F,Campo Grande,MS,Varejo,2,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
3906,Maria Luísa Nunes,75,M,Petrolina,PE,Varejo,23,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
3907,Luiza da Luz,24,M,São Bernardo do Campo,SP,Varejo,2,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
3908,Maria Laura Sales,24,F,Manacapuru,AM,Varejo,2,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
3909,Isaque Freitas,38,F,Santos,SP,Varejo,5,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
3910,Olivia Siqueira,22,M,Planaltina,DF,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
3911,Arthur Gabriel da Luz,25,M,Santos,SP,Uniclass,4,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
3912,Luan Pacheco,22,M,Juazeiro,BA,Varejo,2,Até R$ 2.000,Corrente,iOS,Jovem Digital
3913,Danilo Casa Grande,26,M,Camaçari,BA,Varejo,5,R$ 10.001 – R$ 20.000,Digital,iOS,Jovem Digital
3914,Antonella Martins,40,M,Campos dos Goytacazes,RJ,Varejo,9,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
3915,João Gabriel Fogaça,46,M,Imperatriz,MA,Personnalité,6,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
3916,Luan Aragão,71,F,Curitiba,PR,Varejo,5,Até R$ 2.000,Salário,Android,Idoso
3917,Yago Fonseca,42,F,Novo Hamburgo,RS,Uniclass,9,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
3918,Larissa Porto,24,M,Três Lagoas,MS,Varejo,1,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
3919,Eduarda Aragão,46,F,Osasco,SP,Uniclass,12,R$ 5.001 – R$ 10.000,Digital,iOS,Investidor
3920,Amanda da Rocha,39,M,São Bernardo do Campo,SP,Uniclass,8,Até R$ 2.000,Corrente,Android,Cliente Tradicional
3921,Sofia Porto,42,F,Aracaju,SE,Varejo,8,Acima de R$ 20.000,Corrente,iOS,Investidor
3922,Eduardo Moraes,25,M,Rio Branco,AC,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
3923,Mathias Vargas,27,M,Timon,MA,Uniclass,6,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
3924,Luiz Otávio Teixeira,37,F,Osasco,SP,Varejo,8,Até R$ 2.000,Corrente,Android,Cliente Tradicional
3925,Gabriel Peixoto,39,F,Codó,MA,Uniclass,8,Acima de R$ 20.000,Digital,iOS,Investidor
3926,Lucas Gabriel Nogueira,57,F,Osasco,SP,Uniclass,15,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
3927,Ayla Dias,24,M,Ponta Grossa,PR,Varejo,3,Até R$ 2.000,Digital,Android,Jovem Digital
3928,Ana Julia da Mata,36,F,Duque de Caxias,RJ,Varejo,5,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
3929,Eloá Brito,21,F,Ariquemes,RO,Varejo,0,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
3930,Sophie Pacheco,18,M,Manacapuru,AM,Uniclass,0,R$ 5.001 – R$ 10.000,Corrente,iOS,Jovem Digital
3931,Clarice Casa Grande,28,M,Rio de Janeiro,RJ,Uniclass,4,Até R$ 2.000,Corrente,Android,Jovem Digital
3932,Apollo Carvalho,35,M,Bauru,SP,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
3933,Rafaela da Paz,38,F,Campos dos Goytacazes,RJ,Varejo,5,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
3934,Esther Vasconcelos,50,F,Cachoeiro de Itapemirim,ES,Uniclass,19,R$ 10.001 – R$ 20.000,Corrente,Android,Premium
3935,Maria Vitória Jesus,36,F,São Gonçalo,RJ,Varejo,10,Acima de R$ 20.000,Corrente,Android,Cliente Tradicional
3936,Carolina Castro,54,M,Goiânia,GO,Uniclass,28,Acima de R$ 20.000,Corrente,Android,Premium
3937,Gustavo Cunha,30,F,Mauá,SP,Varejo,3,Até R$ 2.000,Corrente,Android,Jovem Digital
3938,Leonardo Montenegro,85,M,Boa Vista,RR,Varejo,25,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
3939,Pedro Miguel Correia,40,M,São José,SC,Uniclass,5,R$ 5.001 – R$ 10.000,Salário,Android,Investidor
3940,Sara Nascimento,38,F,Canoas,RS,Varejo,10,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
3941,Ian Leão,20,F,Vitória da Conquista,BA,Uniclass,0,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
3942,Maria Clara Barbosa,45,F,Mauá,SP,Varejo,11,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
3943,Igor Cardoso,41,F,Ponta Porã,MS,Varejo,12,Até R$ 2.000,Corrente,Android,Cliente Tradicional
3944,Arthur Gabriel Mendes,44,M,Natal,RN,Varejo,3,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
3945,Cecília das Neves,25,F,Blumenau,SC,Varejo,2,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
3946,Eloá Carvalho,41,F,São Gonçalo,RJ,Uniclass,14,R$ 5.001 – R$ 10.000,Digital,Android,Cliente Tradicional
3947,Luísa Peixoto,21,M,Crato,CE,Varejo,0,Até R$ 2.000,Digital,Android,Jovem Digital
3948,Rebeca Teixeira,19,F,São Paulo,SP,Uniclass,0,R$ 5.001 – R$ 10.000,Digital,iOS,Jovem Digital
3949,Caroline Cavalcanti,49,F,Águas Lindas de Goiás,GO,Varejo,13,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
3950,Ana Júlia Alves,35,F,Uberaba,MG,Varejo,6,R$ 5.001 – R$ 10.000,Digital,Android,Cliente Tradicional
3951,Isaac Câmara,20,M,Londrina,PR,Uniclass,0,Até R$ 2.000,Salário,Android,Jovem Digital
3952,José Miguel Sales,44,M,Camaçari,BA,Uniclass,6,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
3953,João Miguel Sales,44,M,Juiz de Fora,MG,Varejo,5,Até R$ 2.000,Salário,iOS,Cliente Tradicional
3954,Rafael das Neves,24,M,São Bernardo do Campo,SP,Uniclass,2,Até R$ 2.000,Digital,iOS,Jovem Digital
3955,José Costela,76,M,Governador Valadares,MG,Varejo,34,Até R$ 2.000,Digital,Android,Idoso
3956,José Pedro Barros,44,M,Juazeiro,BA,Uniclass,14,R$ 2.001 – R$ 5.000,Corrente,Android,Investidor
3957,Laís Sales,43,M,Dourados,MS,Personnalité,13,Acima de R$ 20.000,Digital,iOS,Premium
3958,Henry Gabriel Barbosa,42,M,São Paulo,SP,Uniclass,10,Acima de R$ 20.000,Corrente,Android,Premium
3959,Arthur Miguel Vasconcelos,41,M,Sorocaba,SP,Uniclass,8,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
3960,Maria Sophia Sá,37,M,Montes Claros,MG,Varejo,10,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
3961,Lorena Aparecida,45,F,Campo Grande,MS,Varejo,17,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
3962,Matteo Caldeira,35,M,Caxias,MA,Varejo,11,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
3963,Benício Vieira,39,F,Chapecó,SC,Varejo,5,R$ 2.001 – R$ 5.000,Salário,iOS,Cliente Tradicional
3964,Olivia Pastor,21,F,Campos dos Goytacazes,RJ,Varejo,1,R$ 5.001 – R$ 10.000,Corrente,Android,Jovem Digital
3965,Dante Melo,41,F,Parnaíba,PI,Varejo,4,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
3966,Isaac da Cunha,25,M,Pelotas,RS,Varejo,4,R$ 5.001 – R$ 10.000,Digital,iOS,Jovem Digital
3967,Caio Azevedo,39,F,Rio Branco,AC,Varejo,14,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
3968,Ana Julia Rios,39,F,Bauru,SP,Uniclass,12,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
3969,Antônio Sá,18,M,Osasco,SP,Varejo,1,R$ 5.001 – R$ 10.000,Digital,iOS,Jovem Digital
3970,Gael Viana,27,F,Montes Claros,MG,Varejo,3,R$ 10.001 – R$ 20.000,Digital,iOS,Jovem Digital
3971,Josué Pereira,33,M,Uberaba,MG,Varejo,7,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
3972,Noah Pastor,36,M,São Paulo,SP,Uniclass,9,Até R$ 2.000,Corrente,Android,Investidor
3973,Murilo Cirino,42,M,Maracanaú,CE,Varejo,6,R$ 5.001 – R$ 10.000,Digital,iOS,Cliente Tradicional
3974,Clara Alves,78,F,Criciúma,SC,Varejo,35,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
3975,Fernando Casa Grande,77,F,Castanhal,PA,Uniclass,5,Acima de R$ 20.000,Salário,Android,Idoso
3976,Agatha Pacheco,20,F,Lauro de Freitas,BA,Varejo,1,Até R$ 2.000,Digital,Android,Jovem Digital
3977,Cecília Fogaça,41,F,São Paulo,SP,Varejo,4,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
3978,Lorenzo Montenegro,79,M,Ji-Paraná,RO,Varejo,50,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
3979,Rodrigo Montenegro,44,F,Bauru,SP,Uniclass,21,Acima de R$ 20.000,Corrente,iOS,Premium
3980,Davi Luiz Brito,43,F,Aparecida de Goiânia,GO,Varejo,9,R$ 5.001 – R$ 10.000,Digital,iOS,Investidor
3981,Arthur Moura,41,M,Maringá,PR,Varejo,5,R$ 5.001 – R$ 10.000,Salário,iOS,Premium
3982,Pedro Henrique Silva,22,F,Chapecó,SC,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
3983,Matheus da Paz,69,F,João Pessoa,PB,Uniclass,5,Até R$ 2.000,Salário,Android,Idoso
3984,Luigi Sá,44,M,Ilhéus,BA,Uniclass,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
3985,Stephany Abreu,38,F,Parnaíba,PI,Varejo,13,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
3986,Gael Henrique Cunha,27,M,Ponta Porã,MS,Varejo,5,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
3987,Mirella Santos,22,M,Contagem,MG,Varejo,1,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
3988,Maria Laura Fonseca,40,M,Canoas,RS,Uniclass,11,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
3989,Léo Macedo,38,F,Uberlândia,MG,Uniclass,11,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
3990,Heitor Cirino,40,M,Canoas,RS,Varejo,3,R$ 5.001 – R$ 10.000,Digital,iOS,Cliente Tradicional
3991,Daniela Garcia,21,F,Recife,PE,Uniclass,0,Até R$ 2.000,Digital,Android,Jovem Digital
3992,Laís Cunha,72,M,Vitória da Conquista,BA,Uniclass,42,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
3993,Olívia da Conceição,24,F,Nova Iguaçu,RJ,Uniclass,1,Até R$ 2.000,Salário,Android,Jovem Digital
3994,Joana Camargo,41,F,Ponta Porã,MS,Varejo,8,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
3995,Ana Sophia Campos,44,M,Sinop,MT,Varejo,14,R$ 2.001 – R$ 5.000,Corrente,Android,Investidor
3996,Maria Flor Camargo,52,F,Mauá,SP,Uniclass,15,R$ 10.001 – R$ 20.000,Corrente,Android,Premium
3997,Raquel Carvalho,46,F,Recife,PE,Uniclass,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
3998,Maya Teixeira,37,M,Tangará da Serra,MT,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
3999,Eloah Santos,44,M,Feira de Santana,BA,Uniclass,5,Acima de R$ 20.000,Salário,iOS,Investidor
4000,Alícia Novais,50,M,Olinda,PE,Varejo,26,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
4001,Bruno Barros,44,F,São Bernardo do Campo,SP,Personnalité,9,Acima de R$ 20.000,Corrente,Android,Premium
4002,Beatriz Monteiro,23,M,Campos dos Goytacazes,RJ,Varejo,2,R$ 5.001 – R$ 10.000,Corrente,Android,Jovem Digital
4003,Igor Gomes,27,M,Gravataí,RS,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
4004,Alice Marques,73,F,São Gonçalo,RJ,Varejo,39,Até R$ 2.000,Corrente,Android,Idoso
4005,Ana Lívia Rodrigues,43,M,Nossa Senhora do Socorro,SE,Personnalité,15,R$ 10.001 – R$ 20.000,Corrente,Android,Premium
4006,Lívia Câmara,23,F,Salvador,BA,Uniclass,2,R$ 5.001 – R$ 10.000,Digital,iOS,Jovem Digital
4007,Joana da Rocha,40,F,Mauá,SP,Varejo,9,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
4008,Liz Correia,39,F,Luziânia,GO,Varejo,14,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
4009,Davi Miguel Melo,37,M,Curitiba,PR,Varejo,6,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
4010,Emilly Cavalcanti,53,M,Cascavel,PR,Uniclass,21,Acima de R$ 20.000,Digital,iOS,Investidor
4011,Apollo Rocha,30,M,Bayeux,PB,Personnalité,4,R$ 10.001 – R$ 20.000,Corrente,Android,Premium
4012,Mariane Rocha,19,M,Belo Horizonte,MG,Varejo,0,Até R$ 2.000,Digital,Android,Jovem Digital
4013,Gustavo Henrique Gonçalves,31,F,Belo Horizonte,MG,Varejo,5,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
4014,Luna Moreira,21,M,Campinas,SP,Varejo,1,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
4015,Enzo Gabriel Campos,34,F,São José,SC,Varejo,7,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
4016,João Pedro Gonçalves,41,F,Criciúma,SC,Uniclass,16,R$ 2.001 – R$ 5.000,Digital,iOS,Investidor
4017,Isadora Sales,27,M,Montes Claros,MG,Varejo,5,Até R$ 2.000,Digital,iOS,Jovem Digital
4018,Gustavo Sousa,23,F,Santos,SP,Uniclass,4,Até R$ 2.000,Digital,Android,Jovem Digital
4019,Lucca Azevedo,35,F,São José dos Pinhais,PR,Uniclass,3,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
4020,Emanuella Costa,42,M,Duque de Caxias,RJ,Uniclass,20,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
4021,Camila Costa,42,F,São José dos Pinhais,PR,Varejo,10,Acima de R$ 20.000,Corrente,iOS,Investidor
4022,Isis Campos,35,F,São Bernardo do Campo,SP,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
4023,Ravi Lucca Lima,26,F,Floriano,PI,Varejo,4,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
4024,Melina da Mota,22,F,Porto Velho,RO,Personnalité,1,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
4025,Yago Sá,36,M,Campina Grande,PB,Uniclass,8,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
4026,Isabelly Fogaça,21,M,Santa Maria,RS,Varejo,0,Até R$ 2.000,Salário,Android,Jovem Digital
4027,Maria Laura Rios,40,M,Planaltina,DF,Varejo,7,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
4028,Jade Mendonça,41,M,Campos dos Goytacazes,RJ,Personnalité,12,R$ 5.001 – R$ 10.000,Digital,iOS,Premium
4029,Nina da Mota,45,F,Serra,ES,Uniclass,10,Acima de R$ 20.000,Corrente,iOS,Premium
4030,Juan Vargas,73,M,Santos,SP,Varejo,14,R$ 2.001 – R$ 5.000,Digital,Android,Idoso
4031,Maria Caldeira,45,F,Betim,MG,Personnalité,12,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
4032,Joaquim da Cunha,35,M,São Bernardo do Campo,SP,Uniclass,10,R$ 2.001 – R$ 5.000,Corrente,Android,Premium
4033,Mariana Monteiro,68,F,Camaçari,BA,Varejo,23,Até R$ 2.000,Corrente,iOS,Idoso
4034,Ravi Pires,48,F,Paulista,PE,Personnalité,18,R$ 2.001 – R$ 5.000,Corrente,Android,Investidor
4035,João Felipe Alves,40,M,Uberaba,MG,Uniclass,8,Até R$ 2.000,Corrente,Android,Cliente Tradicional
4036,Gael Henrique Sousa,26,M,Foz do Iguaçu,PR,Varejo,4,Até R$ 2.000,Corrente,Android,Jovem Digital
4037,Cauê Azevedo,41,M,Jaboatão dos Guararapes,PE,Personnalité,5,R$ 10.001 – R$ 20.000,Salário,Android,Premium
4038,Melina Rocha,19,M,Caracaraí,RR,Varejo,0,Até R$ 2.000,Digital,Android,Jovem Digital
4039,Benjamim Cavalcanti,40,M,São Bernardo do Campo,SP,Varejo,14,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
4040,Giovanna Pereira,41,F,Ilhéus,BA,Uniclass,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
4041,Beatriz Cassiano,37,F,Salvador,BA,Varejo,12,Até R$ 2.000,Corrente,Android,Cliente Tradicional
4042,Ana Júlia Pinto,69,M,São Gonçalo do Amarante,RN,Varejo,30,R$ 10.001 – R$ 20.000,Corrente,Android,Idoso
4043,Gael Teixeira,34,M,Caruaru,PE,Uniclass,7,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
4044,Eduardo Ribeiro,62,M,Floriano,PI,Personnalité,17,Até R$ 2.000,Corrente,Android,Idoso
4045,Raquel Vargas,25,M,Petrolina,PE,Personnalité,2,Até R$ 2.000,Digital,Android,Jovem Digital
4046,Marina Vieira,36,F,Ribeirão Preto,SP,Varejo,10,Até R$ 2.000,Corrente,Android,Cliente Tradicional
4047,Maria Flor Costa,40,F,Uberaba,MG,Uniclass,7,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
4048,Ana Beatriz Ribeiro,40,M,Maracanaú,CE,Varejo,20,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
4049,Maysa Mendonça,48,F,Marabá,PA,Varejo,19,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
4050,Mirella da Luz,42,F,Macapá,AP,Varejo,11,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
4051,Vitória Fernandes,31,F,Santana,AP,Varejo,4,R$ 5.001 – R$ 10.000,Digital,iOS,Investidor
4052,Valentina Nogueira,70,M,Três Lagoas,MS,Varejo,5,R$ 5.001 – R$ 10.000,Salário,iOS,Idoso
4053,Arthur Miguel Teixeira,36,M,Porto Alegre,RS,Varejo,1,R$ 5.001 – R$ 10.000,Salário,iOS,Cliente Tradicional
4054,Benício Lopes,72,M,Santos,SP,Varejo,5,Até R$ 2.000,Salário,Android,Idoso
4055,Isaac Gomes,44,F,Criciúma,SC,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
4056,Manuella Dias,21,M,Codó,MA,Varejo,0,Até R$ 2.000,Digital,iOS,Jovem Digital
4057,Fernanda Macedo,33,M,Niterói,RJ,Varejo,3,Até R$ 2.000,Digital,Android,Cliente Tradicional
4058,Maria Clara Andrade,21,F,Aparecida de Goiânia,GO,Varejo,1,R$ 5.001 – R$ 10.000,Corrente,Android,Jovem Digital
4059,Benício Cavalcanti,36,M,Blumenau,SC,Uniclass,5,Até R$ 2.000,Salário,iOS,Cliente Tradicional
4060,Ana Júlia Santos,23,M,Itacoatiara,AM,Uniclass,2,Até R$ 2.000,Digital,Android,Jovem Digital
4061,Lucas Mendonça,44,M,Ananindeua,PA,Varejo,6,Até R$ 2.000,Digital,iOS,Cliente Tradicional
4062,Lorena Carvalho,74,M,Tangará da Serra,MT,Uniclass,25,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
4063,Ana Lívia Silva,39,M,Ribeirão Preto,SP,Varejo,12,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
4064,Heloisa Mendonça,50,M,Nova Iguaçu,RJ,Personnalité,8,R$ 5.001 – R$ 10.000,Digital,Android,Premium
4065,Henry Nunes,71,M,Maracanaú,CE,Varejo,26,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
4066,Mariane Ribeiro,39,F,Itacoatiara,AM,Personnalité,11,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
4067,Valentina Oliveira,24,F,Itacoatiara,AM,Varejo,4,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
4068,Maria Isis Melo,34,F,Nova Iguaçu,RJ,Uniclass,6,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
4069,Levi Montenegro,21,F,Juazeiro,BA,Varejo,1,Até R$ 2.000,Corrente,Android,Jovem Digital
4070,Daniel Gonçalves,35,M,Osasco,SP,Uniclass,8,R$ 5.001 – R$ 10.000,Corrente,Android,Premium
4071,Vinicius Monteiro,69,F,Florianópolis,SC,Varejo,16,Até R$ 2.000,Corrente,Android,Idoso
4072,Gabriela Pimenta,36,F,Garanhuns,PE,Personnalité,6,Acima de R$ 20.000,Corrente,Android,Premium
4073,Clarice Vargas,44,M,Osasco,SP,Uniclass,11,Até R$ 2.000,Corrente,Android,Cliente Tradicional
4074,Alice Duarte,46,F,Novo Hamburgo,RS,Uniclass,20,R$ 5.001 – R$ 10.000,Digital,iOS,Investidor
4075,Davi Alves,41,M,Niterói,RJ,Varejo,8,Até R$ 2.000,Corrente,Android,Cliente Tradicional
4076,Caleb Cardoso,74,F,Santarém,PA,Varejo,19,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
4077,Emanuelly Ferreira,38,M,Luziânia,GO,Uniclass,3,R$ 2.001 – R$ 5.000,Digital,iOS,Cliente Tradicional
4078,Benjamim Teixeira,47,F,Várzea Grande,MT,Personnalité,11,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
4079,Carolina Garcia,41,F,Cachoeiro de Itapemirim,ES,Varejo,5,R$ 10.001 – R$ 20.000,Salário,iOS,Cliente Tradicional
4080,Gael Lima,74,M,Itajaí,SC,Varejo,17,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
4081,Catarina Fogaça,42,M,Sorocaba,SP,Uniclass,14,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
4082,Juliana Ferreira,25,M,Caracaraí,RR,Varejo,3,Acima de R$ 20.000,Digital,iOS,Jovem Digital
